Roll No,1,2,3,4,5,6,7,8,9,10,Target
2619,3.5,2.0,6.5,7.0,5.0,5.0,4.5,4.5,7.0,7.0,5
2620,1.0,1.0,4.5,3.0,2.5,4.0,2.0,2.0,4.0,3.5,1
2621,1.5,1.5,3.5,5.5,4.0,4.5,2.0,4.0,3.0,4.0,2
2622,3.5,2.0,7.0,7.0,4.0,5.5,5.0,5.0,7.0,7.0,2
2623,4.0,2.0,7.0,6.0,5.0,4.0,4.5,3.5,7.0,6.0,4
2624,0.0,0.0,2.5,3.0,1.0,2.5,0.0,1.5,2.0,1.0,2
2625,1.0,1.0,5.0,2.0,1.5,4.0,3.5,3.5,3.0,1.5,3
2626,3.0,1.5,6.5,5.0,3.5,6.0,4.5,5.0,7.0,4.5,6
2627,2.0,1.0,5.0,3.5,1.5,4.0,4.0,2.0,4.0,2.5,3
2628,2.0,1.5,3.0,6.0,3.0,4.0,2.0,3.5,5.5,3.5,2
2629,1.5,0.0,1.0,1.0,1.5,0.0,1.5,0.0,2.5,3.5,5
2630,0.0,0.0,0.0,2.5,1.5,1.5,0.5,1.0,1.5,1.5,1
2631,1.0,0.5,4.5,2.0,3.0,1.5,2.0,3.5,3.5,2.0,4
2632,3.5,1.5,5.0,4.0,2.5,4.5,2.5,4.0,2.5,6.0,5
2633,2.5,1.5,4.5,5.0,2.0,3.0,3.5,4.0,3.5,4.5,2
2634,0.5,0.5,2.0,0.5,1.5,0.5,2.0,0.5,1.5,2.0,3
2635,3.5,1.5,6.0,6.0,3.0,5.0,5.0,4.5,6.0,6.0,3
2636,3.0,1.5,7.0,7.0,3.0,5.0,4.0,4.5,6.5,5.5,2
2637,1.5,1.0,5.0,3.5,3.0,4.5,1.5,3.5,2.5,4.0,1
2638,2.0,1.0,4.5,5.0,2.5,2.5,3.0,1.0,2.5,1.5,3
2639,2.5,1.5,7.0,5.5,4.5,6.0,3.5,2.5,5.5,4.5,1
2640,3.5,2.0,4.0,4.0,3.0,5.5,5.0,3.0,4.0,6.5,3
2641,2.5,1.5,6.5,5.5,4.5,6.0,4.0,4.0,5.5,7.0,5
2642,2.0,1.0,5.0,3.5,2.0,4.5,4.5,3.0,5.0,4.5,3
2643,3.5,1.0,4.0,4.0,2.5,4.0,2.0,4.5,5.5,5.0,6
2644,1.5,1.0,4.0,5.5,3.0,2.0,3.0,1.5,4.0,4.0,3
2645,2.0,1.0,2.0,3.5,2.5,3.5,3.0,3.0,4.0,3.5,3
2646,2.0,0.0,2.0,0.5,2.0,2.5,1.0,1.0,1.0,1.5,1
2647,1.5,1.0,1.0,3.0,0.0,3.0,1.5,2.0,1.0,1.5,2
2648,2.5,1.5,3.0,4.0,4.0,3.0,2.5,2.5,3.5,3.0,1
2649,3.5,1.5,6.0,3.0,3.5,3.0,2.5,3.0,3.0,4.5,4
2650,2.0,1.0,3.5,2.0,3.5,2.5,1.5,1.5,3.0,2.5,1
2651,2.5,1.5,5.5,2.0,2.5,4.0,3.0,3.5,4.0,3.5,4
2652,2.0,0.0,1.0,3.0,1.5,0.0,2.0,0.5,0.5,0.0,3
2653,1.0,1.5,3.5,3.0,3.5,1.5,1.5,2.0,3.5,1.5,6
2654,0.5,1.0,3.5,1.0,1.0,2.0,2.0,2.5,0.5,1.5,3
2655,1.5,1.0,4.0,5.0,3.0,3.5,2.0,3.0,5.0,3.5,6
2656,4.0,1.5,5.5,6.0,3.5,6.0,4.5,4.0,5.0,7.0,5
2657,2.0,2.0,5.0,6.0,5.0,6.0,4.0,3.0,6.0,4.5,1
2658,4.0,1.5,7.0,5.0,4.5,6.0,5.0,4.0,7.0,7.0,3
2659,3.5,1.0,3.0,3.0,3.0,4.0,3.5,3.5,5.0,6.0,5
2660,2.5,2.0,4.5,7.0,5.0,5.5,4.0,3.0,6.0,6.0,1
2661,0.5,1.0,2.5,2.0,1.0,1.5,0.5,1.5,2.5,3.5,5
2662,1.5,1.0,3.0,4.5,3.0,4.5,1.5,2.5,3.0,2.0,1
2663,0.0,0.5,1.5,0.0,0.5,1.0,1.0,1.5,0.5,2.0,5
2664,3.5,2.0,5.0,5.0,5.0,6.0,4.0,5.0,7.0,7.0,1
2665,2.0,1.0,2.0,2.5,3.5,1.0,2.0,2.5,2.0,4.5,5
2666,1.5,1.0,3.5,1.0,1.5,1.0,2.5,1.5,3.0,1.5,3
2667,2.0,1.5,5.0,5.0,3.5,4.0,4.0,3.0,3.0,3.0,3
2668,4.0,2.0,6.5,7.0,4.0,6.0,4.5,5.0,5.5,7.0,2
2669,1.5,1.5,2.0,4.5,1.5,1.5,3.0,3.0,3.0,4.5,2
2670,0.5,0.0,2.5,3.5,1.5,0.5,2.5,1.5,0.0,0.5,3
2671,3.5,2.0,6.5,7.0,4.0,5.0,4.0,3.0,6.5,7.0,5
2672,2.0,1.0,2.0,4.0,3.0,2.0,1.5,3.0,4.5,4.5,5
2673,1.0,0.5,0.5,0.5,1.0,3.0,2.0,0.5,3.5,3.5,5
2674,3.0,1.5,5.5,3.0,4.0,4.5,3.0,2.0,4.0,5.0,1
2675,3.0,0.5,2.5,4.0,1.5,4.0,3.5,1.0,2.0,2.5,3
2676,2.0,0.0,3.0,2.0,2.0,1.5,1.5,2.5,1.5,2.5,4
2677,1.5,1.5,4.5,1.5,2.5,4.0,2.5,2.0,4.5,1.5,6
2678,3.0,1.0,6.5,4.0,3.0,4.5,3.0,4.5,6.5,4.0,6
2679,2.5,1.0,5.0,4.0,2.5,1.5,2.5,2.0,3.5,4.0,4
2680,2.5,1.5,5.5,5.0,2.0,4.0,4.0,2.5,6.0,3.5,6
2681,3.0,1.5,5.5,7.0,5.0,5.0,5.0,4.5,5.5,7.0,3
2682,1.0,0.5,3.0,3.0,2.0,3.5,0.5,1.5,4.0,1.5,6
2683,2.5,1.5,5.0,6.0,5.0,4.0,4.5,4.0,4.0,5.5,3
2684,3.0,1.0,5.5,2.5,3.5,3.5,3.5,2.0,3.5,4.0,4
2685,4.0,1.5,6.0,6.5,5.0,4.0,4.0,4.0,5.5,5.5,4
2686,1.0,1.5,5.0,4.5,2.0,4.0,2.5,4.0,2.5,4.0,2
2687,1.0,0.5,3.5,4.5,3.0,3.0,3.0,2.0,2.5,4.0,3
2688,1.5,0.0,0.5,2.0,0.5,2.5,1.0,2.0,1.5,1.0,2
2689,1.5,0.5,5.0,3.5,2.0,2.5,2.5,2.0,3.5,2.5,4
2690,1.0,0.5,4.5,2.5,1.0,3.5,2.0,2.0,3.0,2.0,4
2691,2.5,1.0,3.5,6.5,4.5,5.0,3.5,3.5,6.0,6.0,1
2692,3.5,2.0,6.0,4.5,5.0,4.0,4.5,4.0,6.0,3.5,3
2693,2.5,1.5,4.0,7.0,4.0,6.0,3.5,5.0,6.0,5.0,2
2694,4.0,1.5,6.5,7.0,5.0,5.5,5.0,5.0,5.5,7.0,3
2695,3.5,1.5,6.0,7.0,5.0,5.5,3.5,4.0,4.5,5.5,1
2696,3.0,1.5,6.5,4.0,5.0,5.0,3.0,3.0,4.0,3.5,1
2697,1.0,0.5,1.0,3.0,0.5,1.0,2.0,2.5,3.5,3.0,6
2698,3.0,1.0,3.5,3.5,4.0,3.0,4.0,3.0,4.0,5.5,3
2699,3.0,1.5,6.0,6.5,3.5,5.5,3.0,4.5,5.5,6.0,2
2700,1.0,1.0,2.5,1.5,0.5,2.5,1.0,1.5,2.5,1.5,6
2701,4.0,2.0,6.5,7.0,4.5,6.0,4.0,5.0,6.5,7.0,2
2702,3.0,1.5,4.0,4.0,3.0,6.0,3.0,3.0,3.5,6.0,5
2703,0.5,0.5,2.0,2.0,2.0,1.5,1.0,2.5,1.0,3.0,5
2704,2.5,1.5,2.5,4.5,3.0,2.5,2.5,3.5,5.5,3.0,6
2705,2.0,2.0,3.0,4.5,4.0,4.5,4.5,4.5,3.0,6.5,5
2706,3.5,2.0,7.0,7.0,4.5,5.5,3.5,5.0,7.0,6.5,2
2707,2.5,1.5,6.5,5.5,5.0,5.0,3.0,5.0,6.5,5.0,6
2708,3.0,1.5,5.0,3.5,3.0,3.5,3.0,3.5,4.5,4.5,4
2709,1.0,1.0,3.5,3.0,1.5,3.0,1.5,1.5,2.0,3.5,5
2710,2.5,1.5,2.0,2.5,2.0,1.5,1.0,2.5,2.5,3.0,2
2711,2.0,1.0,5.0,3.5,1.5,2.5,3.0,3.0,2.0,3.0,4
2712,3.5,2.0,7.0,6.5,5.0,6.0,4.0,5.0,7.0,7.0,1
2713,4.0,1.5,7.0,7.0,5.0,6.0,4.0,5.0,5.5,6.0,1
2714,2.5,1.0,4.5,3.5,2.5,4.0,2.0,2.0,2.5,5.5,5
2715,4.0,1.5,6.5,4.5,4.0,5.0,3.5,4.0,4.5,5.5,4
2716,2.5,1.5,4.5,4.5,4.5,4.5,4.0,4.5,6.5,6.5,5
2717,3.5,1.5,7.0,6.0,3.5,4.5,3.5,5.0,5.0,6.0,4
2718,0.0,0.5,1.5,2.0,2.0,1.5,1.5,2.0,0.0,0.5,2
2719,2.5,0.5,2.0,4.0,1.0,1.5,2.0,1.5,2.0,2.5,2
2720,3.0,1.5,5.0,6.5,4.5,5.5,5.0,5.0,4.5,6.5,3
2721,3.5,1.5,5.5,6.0,2.0,2.5,4.0,3.5,6.0,5.5,6
2722,2.5,1.5,3.0,3.0,4.0,3.0,4.5,4.0,3.0,4.0,3
2723,3.5,1.5,4.5,4.5,3.5,4.5,3.5,3.0,4.0,5.5,5
2724,0.5,1.0,4.0,1.5,0.5,2.5,2.0,2.0,2.5,1.0,4
2725,1.5,1.5,3.0,4.5,3.0,4.5,2.5,3.5,5.5,5.0,6
2726,3.5,1.5,3.0,3.5,3.0,4.0,3.0,2.0,4.5,3.5,6
2727,2.0,1.0,6.5,4.5,4.0,5.0,4.5,4.0,6.0,6.0,3
2728,3.0,2.0,7.0,7.0,4.5,5.5,5.0,4.5,6.5,5.0,3
2729,2.0,1.0,5.5,2.5,2.0,2.5,3.5,1.5,2.0,5.5,5
2730,2.0,1.5,4.5,4.0,4.0,2.5,2.5,4.5,4.5,5.5,5
2731,3.0,1.0,5.0,5.5,2.0,4.5,3.0,3.5,5.0,5.0,4
2732,2.0,1.5,2.0,3.0,2.0,4.0,2.5,2.0,4.0,2.5,6
2733,2.5,1.5,5.0,6.0,4.0,4.0,4.5,4.5,5.0,4.5,3
2734,3.5,2.0,7.0,6.5,3.5,6.0,5.0,5.0,6.5,5.5,3
2735,3.5,1.5,4.0,6.0,5.0,5.0,4.0,4.0,4.0,4.0,1
2736,1.0,1.0,3.0,3.0,1.5,2.0,1.5,2.5,4.5,4.0,6
2737,1.5,1.0,4.0,2.5,1.5,3.5,3.0,3.5,2.5,4.5,5
2738,2.0,1.0,4.0,3.5,3.5,3.0,1.0,2.0,3.0,4.5,5
2739,1.0,0.0,2.0,2.0,1.0,0.5,2.0,1.5,2.0,2.5,3
2740,3.5,2.0,6.0,5.5,3.5,4.5,3.5,5.0,7.0,7.0,5
2741,3.0,1.0,3.5,6.5,3.0,3.5,3.5,3.5,6.5,4.0,6
2742,1.5,1.0,1.0,3.0,2.0,1.0,3.0,2.5,2.0,4.0,3
2743,4.0,1.5,5.5,5.0,3.5,6.0,5.0,4.5,5.0,7.0,3
2744,4.0,2.0,7.0,7.0,5.0,5.0,5.0,5.0,5.5,6.0,2
2745,3.0,1.5,6.5,6.5,4.5,4.5,4.5,5.0,7.0,5.5,6
2746,3.0,2.0,6.5,7.0,3.0,5.0,3.0,3.5,6.5,4.0,6
2747,1.5,1.0,2.5,4.5,1.5,3.0,1.5,1.5,2.0,2.0,2
2748,4.0,1.5,6.0,7.0,4.5,6.0,4.0,4.0,4.0,4.5,1
2749,4.0,2.0,7.0,7.0,5.0,4.5,5.0,3.5,7.0,5.0,3
2750,1.5,0.5,0.0,3.0,1.0,0.5,0.5,2.0,2.0,2.0,2
2751,2.0,1.0,4.0,5.5,2.5,5.5,2.5,4.5,4.5,5.0,2
2752,3.5,1.5,7.0,7.0,5.0,6.0,5.0,4.0,5.5,5.5,1
2753,4.0,1.5,7.0,6.5,4.5,6.0,5.0,5.0,6.0,6.5,3
2754,3.0,1.0,5.0,3.5,2.5,5.5,2.5,2.5,4.5,6.0,5
2755,0.5,0.5,1.0,1.0,1.0,2.0,0.5,1.5,2.0,3.5,5
2756,4.0,2.0,5.5,7.0,4.0,6.0,5.0,5.0,7.0,6.0,2
2757,4.0,2.0,5.0,7.0,5.0,5.5,5.0,5.0,7.0,6.5,2
2758,1.0,0.5,4.5,3.0,2.0,3.5,3.0,1.0,4.5,4.0,6
2759,2.0,1.0,3.0,2.5,2.0,4.0,2.0,3.0,3.5,4.0,5
2760,2.0,1.0,3.5,4.5,4.0,3.5,2.5,3.0,3.0,3.5,1
2761,1.5,1.0,2.0,3.0,3.0,2.5,1.5,2.5,3.5,3.0,1
2762,2.5,1.5,5.0,3.5,2.5,4.5,3.0,3.0,3.0,5.5,5
2763,3.0,2.0,6.0,7.0,5.0,5.5,4.5,4.0,7.0,7.0,5
2764,1.5,1.5,2.5,4.0,3.0,3.5,2.5,3.0,2.5,3.5,2
2765,3.0,2.0,5.5,5.0,3.0,5.0,3.0,3.0,5.0,4.0,4
2766,3.5,2.0,6.5,6.0,4.5,5.5,4.0,3.0,7.0,6.0,6
2767,2.5,1.0,5.0,2.5,3.5,2.5,2.5,2.5,5.0,3.5,6
2768,2.5,1.5,5.5,4.5,4.5,4.0,4.5,2.5,5.5,3.5,3
2769,0.5,1.0,2.0,3.5,1.5,1.0,2.0,2.0,4.5,3.5,6
2770,0.5,0.5,0.0,1.0,0.0,1.5,2.5,1.5,1.5,1.0,3
2771,4.0,1.5,5.0,4.0,3.5,4.5,4.5,5.0,7.0,6.0,6
2772,2.0,1.5,3.5,5.0,4.0,4.0,2.5,3.5,3.0,5.5,5
2773,3.5,2.0,6.0,5.0,3.0,5.5,5.0,3.5,5.0,4.0,3
2774,4.0,2.0,6.0,6.5,4.0,5.0,5.0,4.0,7.0,7.0,3
2775,2.0,1.0,3.5,2.5,2.5,3.5,2.0,4.0,2.5,3.0,1
2776,1.5,1.0,2.5,1.5,1.5,2.5,2.0,0.5,3.0,0.5,6
2777,4.0,2.0,6.5,6.0,4.5,4.0,4.5,4.5,4.5,6.5,4
2778,2.0,1.0,5.0,4.5,3.0,5.5,3.5,3.0,6.5,7.0,5
2779,1.5,0.5,3.5,2.5,3.5,4.0,2.0,2.5,2.0,2.5,1
2780,2.5,1.5,4.5,5.5,4.0,4.0,3.0,3.0,5.5,3.5,6
2781,4.0,1.5,5.5,7.0,5.0,4.5,3.5,5.0,5.0,6.5,2
2782,1.0,0.5,2.0,2.0,2.5,2.5,1.0,0.5,1.5,1.5,1
2783,3.0,1.5,6.5,6.0,5.0,6.0,4.5,4.0,7.0,5.0,1
2784,2.0,0.5,2.5,3.0,2.5,2.5,3.5,3.0,5.5,2.5,6
2785,0.5,0.5,3.5,1.0,2.5,3.0,2.5,2.5,1.0,3.0,1
2786,3.0,2.0,6.5,7.0,5.0,5.0,3.5,4.0,6.5,6.0,2
2787,1.0,1.0,2.0,3.0,2.0,3.5,2.0,2.0,1.0,1.5,1
2788,0.5,0.5,2.0,0.5,0.5,1.0,2.0,1.5,3.0,2.0,6
2789,1.0,0.5,3.5,3.0,2.5,3.0,2.0,1.0,2.5,1.0,1
2790,2.0,1.0,4.5,4.5,4.5,3.5,4.0,4.5,6.0,5.0,6
2791,3.5,2.0,5.5,7.0,5.0,4.5,5.0,4.0,7.0,7.0,3
2792,2.5,1.5,2.5,2.0,1.5,3.5,1.5,3.0,4.5,2.0,6
2793,3.0,1.5,5.5,7.0,3.0,5.0,5.0,4.0,5.0,6.5,3
2794,3.5,1.5,4.0,4.0,2.5,4.0,3.5,3.0,6.5,6.5,5
2795,3.0,2.0,7.0,5.5,4.0,6.0,4.0,5.0,7.0,7.0,5
2796,2.0,1.5,4.0,3.5,4.0,5.0,4.0,3.5,5.0,6.0,5
2797,2.0,1.0,3.5,2.5,2.0,4.0,2.5,2.0,2.5,4.5,5
2798,3.0,1.5,6.0,7.0,5.0,5.0,5.0,4.0,5.5,7.0,3
2799,2.0,1.0,3.5,3.0,2.5,4.0,1.5,2.0,2.5,5.0,5
2800,3.5,1.5,4.0,6.5,4.0,5.5,3.0,4.0,3.5,6.0,1
2801,3.0,1.0,6.0,3.5,3.5,6.0,3.5,3.0,6.0,4.0,1
2802,1.5,0.5,1.0,3.5,2.0,2.5,2.5,2.5,2.0,2.0,3
2803,2.0,1.5,5.0,2.0,1.5,2.0,2.0,3.0,3.0,3.5,4
2804,3.0,1.5,5.5,3.5,2.5,2.5,3.0,3.5,5.5,6.0,5
2805,3.0,2.0,7.0,6.5,5.0,5.5,5.0,4.5,7.0,6.5,3
2806,3.0,2.0,6.0,5.5,4.0,6.0,4.5,5.0,5.0,5.5,1
2807,3.5,1.5,5.0,4.5,5.0,5.0,3.5,5.0,7.0,4.0,6
2808,1.5,1.5,5.0,5.5,2.5,3.5,1.5,2.5,3.5,3.5,2
2809,1.5,1.5,4.0,5.5,2.0,4.5,3.5,2.0,5.5,5.0,6
2810,0.5,1.0,0.5,2.5,0.0,3.0,1.0,2.0,1.0,1.0,2
2811,1.5,1.5,5.5,5.0,3.5,4.0,3.5,4.0,3.5,3.0,2
2812,2.0,1.0,4.0,4.5,2.5,4.5,2.5,2.5,3.5,4.0,1
2813,2.5,1.5,2.5,3.5,2.5,4.0,2.5,1.0,4.5,4.5,5
2814,3.5,1.0,4.5,7.0,4.0,6.0,3.0,4.0,7.0,6.5,6
2815,2.5,1.5,5.5,3.5,3.5,5.0,2.5,3.5,6.0,3.5,6
2816,1.5,0.0,2.0,1.5,1.0,3.5,2.5,1.0,1.5,2.0,3
2817,2.0,1.5,3.5,4.0,2.5,5.0,4.0,4.0,3.0,5.0,3
2818,1.0,1.0,4.0,3.0,3.0,2.5,3.5,2.0,3.5,5.0,5
2819,2.5,1.0,1.5,4.0,1.5,4.0,1.5,2.5,1.5,3.0,2
2820,2.0,0.5,2.5,1.0,1.5,2.0,0.5,1.0,3.0,3.0,5
2821,1.0,1.0,4.0,2.0,2.0,2.0,3.0,2.5,3.5,4.0,3
2822,2.5,1.0,5.0,3.0,3.0,3.0,4.0,3.0,2.5,2.5,3
2823,1.5,0.5,2.5,2.0,2.0,4.5,3.5,3.5,2.0,3.5,3
2824,1.5,1.5,6.0,4.5,2.0,4.5,3.0,3.0,2.5,6.0,5
2825,3.5,1.5,3.5,4.0,4.0,3.5,2.5,3.0,5.0,3.5,6
2826,3.0,1.5,5.0,3.5,3.0,4.5,2.0,3.0,5.0,4.5,4
2827,4.0,2.0,7.0,6.5,3.5,3.5,4.5,3.0,6.5,6.0,4
2828,4.0,2.0,6.0,6.0,5.0,5.5,4.5,4.5,7.0,6.0,6
2829,0.0,0.5,2.5,1.5,0.0,1.5,2.0,0.5,2.5,0.5,3
2830,1.0,1.0,3.5,0.0,1.5,0.0,1.0,1.0,2.5,0.0,4
2831,2.0,1.5,7.0,6.0,2.5,3.5,4.5,4.5,4.5,5.5,3
2832,3.0,1.5,5.0,4.0,3.0,2.0,2.0,2.5,5.5,5.0,6
2833,0.5,0.5,0.5,1.5,2.0,2.0,0.5,0.5,3.0,0.5,6
2834,1.0,1.0,4.0,4.0,2.0,2.5,1.5,1.5,4.5,3.0,6
2835,3.0,1.0,3.5,5.0,3.5,4.5,4.5,2.5,3.0,3.5,3
2836,2.0,1.0,1.0,3.5,2.0,2.5,1.0,2.0,1.5,1.5,2
2837,2.0,1.0,5.5,3.5,2.0,3.5,4.0,3.0,5.0,4.5,3
2838,2.5,1.0,4.0,3.0,1.5,3.0,3.0,2.5,2.0,2.5,3
2839,3.0,1.5,2.5,2.5,2.0,2.5,4.0,3.0,4.0,4.0,3
2840,2.5,0.5,3.5,4.5,2.5,1.5,3.0,2.0,4.5,3.0,6
2841,2.5,2.0,5.0,6.0,5.0,5.0,3.0,4.5,4.0,5.5,1
2842,1.0,0.5,3.0,3.0,2.5,1.0,2.5,1.5,3.0,2.0,3
2843,3.5,2.0,7.0,7.0,5.0,5.0,5.0,4.5,7.0,7.0,3
2844,1.0,1.0,2.5,2.0,2.0,3.0,1.5,1.5,3.5,2.5,6
2845,4.0,2.0,7.0,7.0,4.5,4.5,4.0,5.0,7.0,7.0,2
2846,4.0,2.0,7.0,5.0,5.0,4.5,4.5,5.0,4.5,7.0,4
2847,1.5,1.0,3.0,2.0,3.0,2.5,2.0,0.5,2.5,1.5,1
2848,0.5,0.5,0.5,2.0,0.5,1.5,0.5,0.5,1.5,3.0,5
2849,3.5,2.0,6.0,5.5,4.5,6.0,5.0,3.5,7.0,7.0,3
2850,3.5,1.5,4.5,4.5,3.5,6.0,3.0,5.0,7.0,5.0,6
2851,0.0,0.5,1.5,0.5,2.0,2.5,0.0,0.5,2.0,0.0,1
2852,0.5,1.0,2.5,3.5,1.5,2.0,1.5,2.5,1.5,2.5,2
2853,1.5,1.0,3.5,4.0,2.0,3.5,2.5,2.0,3.5,3.0,1
2854,1.5,0.0,0.5,2.5,1.0,1.5,2.0,1.5,1.0,1.5,3
2855,1.5,0.5,2.0,4.5,1.0,2.0,1.5,1.0,3.5,1.5,6
2856,2.0,1.0,3.5,6.5,3.0,5.0,2.5,2.5,3.0,5.0,1
2857,2.5,1.0,4.0,4.5,3.5,4.5,3.0,3.5,3.5,3.5,1
2858,2.0,0.5,3.0,1.5,1.5,2.0,0.5,2.0,1.0,3.5,5
2859,0.5,0.5,3.0,2.0,2.0,3.0,2.0,2.0,2.0,1.5,1
2860,3.0,2.0,7.0,5.5,5.0,4.5,4.0,5.0,7.0,7.0,5
2861,3.0,1.0,3.0,3.5,3.5,2.5,3.5,2.0,4.0,3.5,3
2862,3.5,1.5,4.5,6.5,3.0,5.5,3.0,2.5,6.5,4.5,6
2863,2.5,1.5,4.0,7.0,3.0,5.0,3.5,4.0,5.0,5.5,2
2864,2.5,1.5,4.5,3.5,4.0,4.0,1.5,3.0,4.0,3.5,1
2865,1.0,1.0,2.5,2.5,1.0,3.5,1.5,2.5,0.5,4.0,5
2866,4.0,2.0,7.0,7.0,5.0,6.0,5.0,5.0,7.0,5.5,1
2867,3.0,2.0,6.5,4.5,4.0,5.0,3.0,3.0,4.5,4.0,4
2868,3.5,1.5,7.0,6.5,4.0,5.5,5.0,5.0,6.5,6.0,3
2869,3.0,1.5,5.0,4.0,3.5,2.0,3.0,2.0,4.0,4.0,4
2870,1.5,1.0,2.5,4.0,1.5,2.5,1.5,1.5,2.5,4.0,5
2871,0.0,1.0,2.0,2.5,0.0,2.5,2.0,2.0,1.5,1.5,3
2872,1.5,1.0,2.0,0.0,0.0,0.0,2.0,0.5,2.5,1.5,3
2873,2.0,0.5,2.5,3.5,1.5,1.0,2.5,2.0,2.0,3.5,3
2874,2.5,2.0,7.0,5.5,5.0,5.0,5.0,5.0,5.5,5.5,3
2875,3.0,2.0,7.0,6.5,5.0,6.0,3.5,3.5,5.5,6.5,1
2876,0.5,0.5,1.0,2.5,0.5,1.0,2.5,2.0,3.5,1.5,3
2877,1.0,1.0,1.5,1.0,1.5,2.5,0.5,2.5,2.0,1.0,1
2878,2.0,1.5,4.0,1.5,3.0,2.5,1.5,2.0,3.0,4.0,5
2879,3.0,1.5,6.0,6.0,2.0,3.0,2.5,2.0,5.0,2.5,4
2880,4.0,1.5,6.5,6.5,5.0,4.0,4.0,3.0,5.0,6.0,4
2881,1.5,1.0,2.0,2.5,0.5,2.0,0.5,2.0,1.5,2.5,2
2882,1.5,1.0,2.5,3.0,0.5,3.0,2.5,2.0,2.5,2.5,3
2883,3.0,2.0,6.5,5.0,4.0,2.5,4.0,4.0,6.5,3.0,6
2884,2.0,1.0,2.5,5.0,1.5,3.0,2.5,3.5,4.5,5.0,5
2885,4.0,2.0,7.0,5.5,4.0,5.0,5.0,5.0,7.0,7.0,3
2886,1.5,0.5,3.0,0.0,2.0,0.5,0.0,0.5,1.5,1.5,4
2887,4.0,2.0,7.0,6.5,5.0,5.0,5.0,5.0,7.0,7.0,3
2888,4.0,2.0,6.0,6.5,4.0,5.0,3.0,5.0,4.5,6.5,2
2889,1.0,0.0,2.0,2.5,1.5,3.0,0.5,1.5,3.0,2.5,6
2890,3.0,1.0,3.5,5.0,4.5,5.5,4.5,4.5,5.5,6.5,5
2891,3.5,2.0,5.0,5.0,4.5,4.0,5.0,4.0,4.0,5.0,3
2892,2.5,2.0,5.5,7.0,5.0,5.5,4.0,4.5,4.0,7.0,5
2893,1.5,1.5,2.5,3.5,3.5,4.0,2.5,3.0,4.5,5.0,5
2894,2.5,1.0,2.5,3.5,4.0,5.0,3.5,2.0,3.0,6.0,5
2895,4.0,1.5,4.0,5.0,3.5,3.5,5.0,3.5,4.0,4.5,3
2896,3.5,2.0,5.5,7.0,5.0,5.0,3.5,4.0,5.5,6.0,2
2897,4.0,2.0,5.0,7.0,4.5,6.0,4.0,4.0,6.5,7.0,5
2898,3.0,1.5,3.5,3.0,2.5,4.5,3.0,4.0,5.0,5.0,5
2899,4.0,2.0,5.0,7.0,3.5,4.5,5.0,4.0,4.5,5.0,3
2900,3.5,1.0,6.5,6.0,2.5,3.5,4.0,3.0,5.5,5.0,4
2901,3.5,1.5,7.0,5.5,4.0,5.0,3.5,5.0,5.0,6.0,4
2902,2.0,1.5,5.0,5.0,4.0,3.5,4.0,3.5,5.5,5.0,3
2903,2.5,1.5,2.5,4.5,2.0,1.5,2.0,2.5,4.5,3.5,6
2904,2.0,0.0,1.0,2.5,2.5,1.0,3.0,1.5,3.0,1.0,3
2905,0.5,1.0,3.0,1.5,2.0,1.5,1.5,2.0,4.0,1.0,6
2906,3.5,1.0,3.0,4.0,4.5,4.0,4.5,3.0,3.5,3.0,3
2907,3.0,0.5,2.0,2.0,3.5,1.5,3.5,3.5,3.0,3.0,3
2908,3.0,2.0,6.0,6.5,3.5,5.0,5.0,5.0,5.5,7.0,3
2909,0.5,0.5,1.0,3.5,0.5,0.5,0.0,1.0,2.0,0.0,2
2910,1.5,0.5,1.0,3.0,1.0,1.0,2.5,1.5,1.0,3.0,3
2911,1.5,1.0,2.0,2.0,2.5,1.5,2.0,2.5,2.5,3.0,5
2912,2.0,1.0,5.5,3.0,2.5,2.0,2.5,3.5,3.0,2.5,4
2913,3.5,1.5,5.5,5.5,4.0,4.0,2.0,3.0,5.5,3.0,4
2914,3.0,0.5,3.0,5.0,2.5,1.5,1.5,2.0,4.0,4.5,5
2915,3.5,1.5,6.5,5.5,3.5,3.5,4.0,5.0,6.5,7.0,5
2916,2.5,1.5,3.0,4.0,3.5,3.5,3.5,3.5,3.0,5.0,5
2917,2.0,0.5,3.5,5.0,3.0,4.5,3.5,3.0,3.5,2.0,3
2918,2.0,2.0,4.0,6.0,4.0,5.5,3.5,3.5,5.0,4.5,1
2919,1.5,1.0,2.0,3.5,2.5,2.0,3.0,2.0,3.5,4.0,3
2920,2.5,1.5,4.0,4.0,2.5,5.5,3.0,4.5,3.5,3.5,1
2921,2.0,0.0,0.0,0.5,0.0,0.0,1.0,2.0,0.0,2.5,5
2922,1.0,0.5,3.0,0.5,0.5,3.0,1.5,1.0,3.0,1.5,6
2923,3.5,1.5,5.0,4.0,2.5,5.0,2.0,3.0,4.0,5.0,4
2924,1.5,1.0,2.0,4.0,2.0,3.5,3.0,3.0,5.0,4.0,6
2925,4.0,1.0,4.5,5.5,3.0,4.5,4.0,3.5,5.5,5.5,3
2926,1.5,1.0,5.0,4.5,3.0,3.5,3.5,2.5,5.0,3.5,6
2927,4.0,1.5,7.0,5.0,3.5,5.5,5.0,4.5,6.0,6.5,3
2928,1.5,0.5,2.0,2.0,0.0,0.0,2.0,1.0,3.0,0.5,6
